serial_date,discount_factor
51985,0.4445534732418816
51986,0.44449257967670835
51988,0.44437081756825836
51991,0.44418823694318865
51992,0.4441273934069585
51993,0.4440665582048884
51994,0.44400573133583693
51995,0.44394491279866244
51998,0.4437625071669901
51999,0.4437017219459131
52000,0.44364094505100826
52001,0.4435801764811354
52002,0.44351941623515395
52005,0.4433371854291575
52006,0.44327645846734176
52007,0.4432157398237182
52008,0.4431550294971473
52009,0.44309432748648986
52012,0.4429122713386086
52013,0.4428516025802159
52014,0.44279094213204284
52015,0.442730289992951
52016,0.4426696461618024
52019,0.44248776450463617
52020,0.4424271538938817
52021,0.442366551585382
52022,0.4423059575779998
52023,0.4422453718705981
52026,0.4420636645369073
52027,0.44200311201805986
52028,0.44194256779350993
52029,0.4418820318621214
52030,0.4418215042227582
52033,0.4416399710454634
52034,0.4415794765628451
52035,0.44151899036657466
52036,0.441458512455517
52037,0.44139804282853734
52040,0.4412166836407193
52041,0.44115624713870566
52042,0.44109581891509786
52043,0.441035398968762
52044,0.44097498729856416
52047,0.4407938019334637
52048,0.44073342335648347
52049,0.4406730530499747
52050,0.44061269101280454
52051,0.44055233724384024
52054,0.44037132553485786
52055,0.4403110048273931
52056,0.4402506923824731
52057,0.44019038819896594
52058,0.44013009227574
52061,0.4399492540564361
52062,0.4398889911630222
52063,0.43982873652423365
52064,0.43976849013894
52065,0.43970825200601055
52068,0.4395275871101047
52069,0.43946738197533
52070,0.43940718508726917
52071,0.4393469964447926
52072,0.43928681604677083
52075,0.4391063243081423
52076,0.4390461768766482
52077,0.4389860376839642
52078,0.4389259067289615
52079,0.43886578401051174
52082,0.43868546526319874
52083,0.43862537547968017
52084,0.43856529392707505
52085,0.43850522060425584
52086,0.4384451555100954
52089,0.43826500958829556
52090,0.43820497739749986
52091,0.43814495342972887
52092,0.438084937683856
52093,0.43802493015875527
52096,0.4378449568968246
52097,0.43778498224355267
52098,0.4377250158054239
52099,0.4376650575813131
52100,0.43760510757009513
52103,0.43742530680254904
